name_ar,category,full_address,phone_number,website,rating,city_ar,region_ar,latitude,longitude,google_maps_url,plus_code,opening_times,opening_status,price_range
شركة الموسوي للتجارة و المقاولات,,4649 الخامس عشر،، 8344، غرناطة، 8344، سيهات‎ 32434,013 850 7799,,3.8,سيهات,المنطقة الشرقية,,,https://www.google.com/maps/place/%D8%B4%D8%B1%D9%83%D8%A9+%D8%A7%D9%84%D9%85%D9%88%D8%B3%D9%88%D9%8A+%D9%84%D9%84%D8%AA%D8%AC%D8%A7%D8%B1%D8%A9+%D9%88+%D8%A7%D9%84%D9%85%D9%82%D8%A7%D9%88%D9%84%D8%A7%D8%AA%E2%80%AD/data=!4m7!3m6!1s0x3e49ff394c3447b3:0x8dcb51fbacb9f569!8m2!3d26.4809949!4d50.0469665!16s%2Fg%2F11gdqtlqhn!19sChIJs0c0TDn_ST4RafW5rPtRy40?authuser=0&hl=ar&rclk=1,,,,
الشركة الوطنية المتحدة للسيارات,,32471،، سيهات‎,9200 31589,https://www.instagram.com/unmcosa/,4.5,سيهات,المنطقة الشرقية,26.4790903,50.0075016,"https://www.google.com/maps/place/%D8%A7%D9%84%D8%B4%D8%B1%D9%83%D8%A9+%D8%A7%D9%84%D9%88%D8%B7%D9%86%D9%8A%D8%A9+%D8%A7%D9%84%D9%85%D8%AA%D8%AD%D8%AF%D8%A9+%D9%84%D9%84%D8%B3%D9%8A%D8%A7%D8%B1%D8%A7%D8%AA%E2%80%AD/@26.4790903,50.0075016,17z/data=!3m1!4b1!4m6!3m5!1s0x3e3601cd74111ba7:0x9e59c5f6d986046b!8m2!3d26.4790903!4d50.0075016!16s%2Fg%2F11fy4x6tmc?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D",,,,
مقر السالم للنقل والسياحة,,3524، سيهات‎ 32461,057 296 5503,,4.6,سيهات,المنطقة الشرقية,,,https://www.google.com/maps/place/%D9%85%D9%82%D8%B1+%D8%A7%D9%84%D8%B3%D8%A7%D9%84%D9%85+%D9%84%D9%84%D9%86%D9%82%D9%84+%D9%88%D8%A7%D9%84%D8%B3%D9%8A%D8%A7%D8%AD%D8%A9%E2%80%AD/data=!4m7!3m6!1s0x3e3601d5ef188181:0x6e919de2619f5380!8m2!3d26.4805914!4d50.0178837!16s%2Fg%2F11c1rt5f2m!19sChIJgYEY79UBNj4RgFOfYeKdkW4?authuser=0&hl=ar&rclk=1,,,,
شركة المركب الخليجي للتجارة والمقاولات المحدوده Gulf Builder For Trading & Contracting Company Ltd.,,F2W6+W3F، سيهات‎ 32465,013 859 9286,,4.1,سيهات,المنطقة الشرقية,,,https://www.google.com/maps/place/%D8%B4%D8%B1%D9%83%D8%A9+%D8%A7%D9%84%D9%85%D8%B1%D9%83%D8%A8+%D8%A7%D9%84%D8%AE%D9%84%D9%8A%D8%AC%D9%8A+%D9%84%D9%84%D8%AA%D8%AC%D8%A7%D8%B1%D8%A9+%D9%88%D8%A7%D9%84%D9%85%D9%82%D8%A7%D9%88%D9%84%D8%A7%D8%AA+%D8%A7%D9%84%D9%85%D8%AD%D8%AF%D9%88%D8%AF%D9%87+Gulf+Builder+For+Trading+%26+Contracting+Company+Ltd.%E2%80%AD/data=!4m7!3m6!1s0x3e360024a6cbca95:0x839eb0f6f9ecbef5!8m2!3d26.4973182!4d50.0101585!16s%2Fg%2F11fxf12xv7!19sChIJlcrLpiQANj4R9b7s-fawnoM?authuser=0&hl=ar&rclk=1,,,,
مستودع شركة الشخص,,F2J8+HWH، شارع القرين، سيهات‎ 31972,013 850 3722,,4.8,سيهات,المنطقة الشرقية,,,https://www.google.com/maps/place/%D9%85%D8%B3%D8%AA%D9%88%D8%AF%D8%B9+%D8%B4%D8%B1%D9%83%D8%A9+%D8%A7%D9%84%D8%B4%D8%AE%D8%B5%E2%80%AD/data=!4m7!3m6!1s0x3e3601bf0b24b793:0xb4229ef5f9144e9b!8m2!3d26.4814434!4d50.017353!16s%2Fg%2F11gr60qgl9!19sChIJk7ckC78BNj4Rm04U-fWeIrQ?authuser=0&hl=ar&rclk=1,,,,
شركة واشكو | WASHCO COMPANY,,"F277+M6Q, سيهات،, الصناعية، الدمام 32471",059 325 2518,,4.4,سيهات,المنطقة الشرقية,,,https://www.google.com/maps/place/%D8%B4%D8%B1%D9%83%D8%A9+%D9%88%D8%A7%D8%B4%D9%83%D9%88+%7C+WASHCO+COMPANY%E2%80%AD/data=!4m7!3m6!1s0x3e49fb9316df3a49:0xaf5258a800e4d786!8m2!3d26.4642646!4d50.0130613!16s%2Fg%2F11clzr9wn4!19sChIJSTrfFpP7ST4RhtfkAKhYUq8?authuser=0&hl=ar&rclk=1,,,,
سارا اوتو,,الخليج، مجمع سارا اوتو، سيهات‎,9200 06510,http://www.sara-auto.com/,4.1,سيهات,المنطقة الشرقية,,,https://www.google.com/maps/place/%D8%B3%D8%A7%D8%B1%D8%A7+%D8%A7%D9%88%D8%AA%D9%88%E2%80%AD/data=!4m7!3m6!1s0x3e4a019639ca0801:0xb59dcf80b8dd09a1!8m2!3d26.4956187!4d50.0424101!16s%2Fg%2F11jgdw8nmk!19sChIJAQjKOZYBSj4RoQnduIDPnbU?authuser=0&hl=ar&rclk=1,,,,
شركة الشخص التجارية,,5055 شارع أبو موسى الأنصاري، 8354، الديرة، سيهات‎ 32461,013 850 0168,,4.2,سيهات,المنطقة الشرقية,,,https://www.google.com/maps/place/%D8%B4%D8%B1%D9%83%D8%A9+%D8%A7%D9%84%D8%B4%D8%AE%D8%B5+%D8%A7%D9%84%D8%AA%D8%AC%D8%A7%D8%B1%D9%8A%D8%A9%E2%80%AD/data=!4m7!3m6!1s0x3e49fe3312ccd087:0xb5e0733f1b87130e!8m2!3d26.4883465!4d50.0329757!16s%2Fg%2F11cn34lm6p!19sChIJh9DMEjP-ST4RDhOHGz9z4LU?authuser=0&hl=ar&rclk=1,,,,
فرع مجموعة شركة اوساط الخليج المحدودة - سيهات,,F2R5+H9Q فرع مجموعة شركة اوساط الخليج المحدودة،، سيهات‎ 32462,055 842 0917,,,سيهات,المنطقة الشرقية,,,https://www.google.com/maps/place/%D9%81%D8%B1%D8%B9+%D9%85%D8%AC%D9%85%D9%88%D8%B9%D8%A9+%D8%B4%D8%B1%D9%83%D8%A9+%D8%A7%D9%88%D8%B3%D8%A7%D8%B7+%D8%A7%D9%84%D8%AE%D9%84%D9%8A%D8%AC+%D8%A7%D9%84%D9%85%D8%AD%D8%AF%D9%88%D8%AF%D8%A9+-+%D8%B3%D9%8A%D9%87%D8%A7%D8%AA%E2%80%AD/data=!4m7!3m6!1s0x3e36013e8027d157:0x29a83c4bd2bcbbef!8m2!3d26.4914586!4d50.0084998!16s%2Fg%2F11h3bsc7pw!19sChIJV9EngD4BNj4R77u80ks8qCk?authuser=0&hl=ar&rclk=1,,,,
مؤسسة ينابيع المودة التجارية,,شارع عمر بن عبدالعزيز، الديرة، 7706 عمر بن عبد العزيز، سيهات‎ 32461,055 214 9990,http://yanabeaest.com/,4.5,سيهات,المنطقة الشرقية,,,https://www.google.com/maps/place/%D9%85%D8%A4%D8%B3%D8%B3%D8%A9+%D9%8A%D9%86%D8%A7%D8%A8%D9%8A%D8%B9+%D8%A7%D9%84%D9%85%D9%88%D8%AF%D8%A9+%D8%A7%D9%84%D8%AA%D8%AC%D8%A7%D8%B1%D9%8A%D8%A9%E2%80%AD/data=!4m7!3m6!1s0x3e49fe47dd06a5c9:0x58769138f2ed5061!8m2!3d26.4821144!4d50.0406381!16s%2Fg%2F11f3t40hqb!19sChIJyaUG3Uf-ST4RYVDt8jiRdlg?authuser=0&hl=ar&rclk=1,,,,
كامب شركة مسا البيئة للمقاولات سيهات,,8118، 5061، النقى، 8118، 5061، سيهات‎ 32461,,,4.3,سيهات,المنطقة الشرقية,,,https://www.google.com/maps/place/%D9%83%D8%A7%D9%85%D8%A8+%D8%B4%D8%B1%D9%83%D8%A9+%D9%85%D8%B3%D8%A7+%D8%A7%D9%84%D8%A8%D9%8A%D8%A6%D8%A9+%D9%84%D9%84%D9%85%D9%82%D8%A7%D9%88%D9%84%D8%A7%D8%AA+%D8%B3%D9%8A%D9%87%D8%A7%D8%AA%E2%80%AD/data=!4m7!3m6!1s0x3e49ff46860ab567:0x125e483a0aee3c62!8m2!3d26.4857058!4d50.0329898!16s%2Fg%2F11v6vsv3wn!19sChIJZ7UKhkb_ST4RYjzuCjpIXhI?authuser=0&hl=ar&rclk=1,,,,
مجموعة شركات البصري للتجارة والمقاولات والخدمات العامة,,طريق الظهران الجبيل الفرعي، الصناعية، سيهات‎ 32443,056 609 8896,http://www.malbassricompany.com/,3.8,سيهات,المنطقة الشرقية,,,https://www.google.com/maps/place/%D9%85%D8%AC%D9%85%D9%88%D8%B9%D8%A9+%D8%B4%D8%B1%D9%83%D8%A7%D8%AA+%D8%A7%D9%84%D8%A8%D8%B5%D8%B1%D9%8A+%D9%84%D9%84%D8%AA%D8%AC%D8%A7%D8%B1%D8%A9+%D9%88%D8%A7%D9%84%D9%85%D9%82%D8%A7%D9%88%D9%84%D8%A7%D8%AA+%D9%88%D8%A7%D9%84%D8%AE%D8%AF%D9%85%D8%A7%D8%AA+%D8%A7%D9%84%D8%B9%D8%A7%D9%85%D8%A9%E2%80%AD/data=!4m7!3m6!1s0x3e35ff4ad1c7596b:0xd891d388c28d4115!8m2!3d26.4664775!4d50.0198076!16s%2Fg%2F11rn3_mn7l!19sChIJa1nH0Ur_NT4RFUGNwojTkdg?authuser=0&hl=ar&rclk=1,,,,
اللمعة المثالية للنظافة | فرع سيهات,,11، سيهات‎ 32461,050 998 2716,https://perfectshine.sa/,5.0,سيهات,المنطقة الشرقية,,,https://www.google.com/maps/place/%D8%A7%D9%84%D9%84%D9%85%D8%B9%D8%A9+%D8%A7%D9%84%D9%85%D8%AB%D8%A7%D9%84%D9%8A%D8%A9+%D9%84%D9%84%D9%86%D8%B8%D8%A7%D9%81%D8%A9+%7C+%D9%81%D8%B1%D8%B9+%D8%B3%D9%8A%D9%87%D8%A7%D8%AA%E2%80%AD/data=!4m7!3m6!1s0x3e49ff433cc362cd:0x6480925931675d3f!8m2!3d26.4842181!4d50.0375521!16s%2Fg%2F11yl85_9cc!19sChIJzWLDPEP_ST4RP11nMVmSgGQ?authuser=0&hl=ar&rclk=1,,,,
الشركة الوطنية المتحدة للسيارات,,32471،، سيهات‎,9200 31589,https://www.instagram.com/unmcosa/,4.5,سيهات,المنطقة الشرقية,,,https://www.google.com/maps/place/%D8%A7%D9%84%D8%B4%D8%B1%D9%83%D8%A9+%D8%A7%D9%84%D9%88%D8%B7%D9%86%D9%8A%D8%A9+%D8%A7%D9%84%D9%85%D8%AA%D8%AD%D8%AF%D8%A9+%D9%84%D9%84%D8%B3%D9%8A%D8%A7%D8%B1%D8%A7%D8%AA%E2%80%AD/data=!4m7!3m6!1s0x3e3601cd74111ba7:0x9e59c5f6d986046b!8m2!3d26.4790903!4d50.0075016!16s%2Fg%2F11fy4x6tmc!19sChIJpxsRdM0BNj4RawSG2fbFWZ4?authuser=0&hl=ar&rclk=1,,,,
شركه التوريدات العالميه للاستثمار,,F298+QPR، الصناعية، سيهات‎، الدمام 32471,9200 15707,https://gscoinvest.com/,4.5,سيهات,المنطقة الشرقية,,,https://www.google.com/maps/place/%D8%B4%D8%B1%D9%83%D9%87+%D8%A7%D9%84%D8%AA%D9%88%D8%B1%D9%8A%D8%AF%D8%A7%D8%AA+%D8%A7%D9%84%D8%B9%D8%A7%D9%84%D9%85%D9%8A%D9%87+%D9%84%D9%84%D8%A7%D8%B3%D8%AA%D8%AB%D9%85%D8%A7%D8%B1%E2%80%AD/data=!4m7!3m6!1s0x3e3601e64bcd1069:0xaf2c63da4f0ecef!8m2!3d26.4699598!4d50.0166924!16s%2Fg%2F11sgw0k6xt!19sChIJaRDNS-YBNj4R7-zwpD3G8go?authuser=0&hl=ar&rclk=1,,,,
شركة رصد المتحدة للتجارة,,7021، الصناعية، سيهات‎ 32471 4265،، الدمام 32248,013 839 0255,https://rasdsa.com/,4.9,سيهات,المنطقة الشرقية,,,https://www.google.com/maps/place/%D8%B4%D8%B1%D9%83%D8%A9+%D8%B1%D8%B5%D8%AF+%D8%A7%D9%84%D9%85%D8%AA%D8%AD%D8%AF%D8%A9+%D9%84%D9%84%D8%AA%D8%AC%D8%A7%D8%B1%D8%A9%E2%80%AD/data=!4m7!3m6!1s0x3e3601a848ae7c6b:0xc01edbc953abdea9!8m2!3d26.4644157!4d50.0112215!16s%2Fg%2F11sm6_5r7r!19sChIJa3yuSKgBNj4Rqd6rU8nbHsA?authuser=0&hl=ar&rclk=1,,,,
كار بلاس 0,,F2CV+WVX، الزهور، سيهات‎ 32437,,,2.0,سيهات,المنطقة الشرقية,,,https://www.google.com/maps/place/%D9%83%D8%A7%D8%B1+%D8%A8%D9%84%D8%A7%D8%B3+0%E2%80%AD/data=!4m7!3m6!1s0x3e49ff0031c441db:0x3ef0ce81ab5821a1!8m2!3d26.472357!4d50.0446561!16s%2Fg%2F11yq3m6f5l!19sChIJ20HEMQD_ST4RoSFYq4HO8D4?authuser=0&hl=ar&rclk=1,,,,
هاكو,,F27J+P75، طريق الملك عبدالعزيز، الزهور، سيهات‎ 32437,054 438 7484,,4.0,سيهات,المنطقة الشرقية,,,https://www.google.com/maps/place/%D9%87%D8%A7%D9%83%D9%88%E2%80%AD/data=!4m7!3m6!1s0x3e49fe10cc41200f:0xc798629746f7bba!8m2!3d26.4642597!4d50.0307325!16s%2Fg%2F11hc_2rb8z!19sChIJDyBBzBD-ST4RuntvdCmGeQw?authuser=0&hl=ar&rclk=1,,,,
شركة الدايل للسيراميك والبورسلين,,4400، الصناعية، سيهات‎ 32471 7006،,059 963 5380,,4.6,سيهات,المنطقة الشرقية,,,https://www.google.com/maps/place/%D8%B4%D8%B1%D9%83%D8%A9+%D8%A7%D9%84%D8%AF%D8%A7%D9%8A%D9%84+%D9%84%D9%84%D8%B3%D9%8A%D8%B1%D8%A7%D9%85%D9%8A%D9%83+%D9%88%D8%A7%D9%84%D8%A8%D9%88%D8%B1%D8%B3%D9%84%D9%8A%D9%86%E2%80%AD/data=!4m7!3m6!1s0x3e36011a3d13e3e9:0xf9c25df373bf6f9e!8m2!3d26.4643806!4d50.0130651!16s%2Fg%2F11ry9cj7j6!19sChIJ6eMTPRoBNj4Rnm-_c_Ndwvk?authuser=0&hl=ar&rclk=1,,,,
مؤسســـة إكتـــساب الخـــليج للـــمقاولات العـــامة,,مقابل اشارة السالم، الزهور، 4454 طريق الملك عبدالعزيز حي، سيهات‎ 32437,013 358 2958,,4.3,سيهات,المنطقة الشرقية,,,https://www.google.com/maps/place/%D9%85%D8%A4%D8%B3%D8%B3%D9%80%D9%80%D9%80%D8%A9+%D8%A5%D9%83%D8%AA%D9%80%D9%80%D9%80%D8%B3%D8%A7%D8%A8+%D8%A7%D9%84%D8%AE%D9%80%D9%80%D9%80%D9%84%D9%8A%D8%AC+%D9%84%D9%84%D9%80%D9%80%D9%80%D9%85%D9%82%D8%A7%D9%88%D9%84%D8%A7%D8%AA+%D8%A7%D9%84%D8%B9%D9%80%D9%80%D9%80%D8%A7%D9%85%D8%A9%E2%80%AD/data=!4m7!3m6!1s0x3e49ff242af7d83b:0x36220248d16947ce!8m2!3d26.4691506!4d50.0451014!16s%2Fg%2F11pb96q3ww!19sChIJO9j3KiT_ST4Rzkdp0UgCIjY?authuser=0&hl=ar&rclk=1,,,,
شركة رسيل الخير للمظلات,,32453-8653، سيهات‎,013 855 9881,http://www.mrs.com.sa/,4.3,سيهات,المنطقة الشرقية,,,https://www.google.com/maps/place/%D8%B4%D8%B1%D9%83%D8%A9+%D8%B1%D8%B3%D9%8A%D9%84+%D8%A7%D9%84%D8%AE%D9%8A%D8%B1+%D9%84%D9%84%D9%85%D8%B8%D9%84%D8%A7%D8%AA%E2%80%AD/data=!4m7!3m6!1s0x3e35ff8ecf2db7e3:0xc8ca73aece9f79b3!8m2!3d26.503512!4d50.0378605!16s%2Fg%2F11c5g5qd00!19sChIJ47ctz47_NT4Rs3mfzq5zysg?authuser=0&hl=ar&rclk=1,,,,
دياري للسفر والسياحه سيهات,,31982، المنتزه، سيهات‎ 32452 6221، سيهات‎,054 903 0159,,3.9,سيهات,المنطقة الشرقية,,,https://www.google.com/maps/place/%D8%AF%D9%8A%D8%A7%D8%B1%D9%8A+%D9%84%D9%84%D8%B3%D9%81%D8%B1+%D9%88%D8%A7%D9%84%D8%B3%D9%8A%D8%A7%D8%AD%D9%87+%D8%B3%D9%8A%D9%87%D8%A7%D8%AA%E2%80%AD/data=!4m7!3m6!1s0x3e49fe444ebef58b:0xe1ef1be881f072c9!8m2!3d26.4943976!4d50.0431642!16s%2Fg%2F11hbc32ymm!19sChIJi_W-TkT-ST4RyXLwgegb7-E?authuser=0&hl=ar&rclk=1,,,,
شركة عبد المحسن العمري للسيراميك,,"4438، الصناعية، 7257, سيهات‎ 32471",055 517 4438,,3.8,سيهات,المنطقة الشرقية,,,https://www.google.com/maps/place/%D8%B4%D8%B1%D9%83%D8%A9+%D8%B9%D8%A8%D8%AF+%D8%A7%D9%84%D9%85%D8%AD%D8%B3%D9%86+%D8%A7%D9%84%D8%B9%D9%85%D8%B1%D9%8A+%D9%84%D9%84%D8%B3%D9%8A%D8%B1%D8%A7%D9%85%D9%8A%D9%83%E2%80%AD/data=!4m7!3m6!1s0x3e3601dc3cdbef99:0x1a4e5c45e7d94881!8m2!3d26.4643632!4d50.0088896!16s%2Fg%2F11bzrfl47b!19sChIJme_bPNwBNj4RgUjZ50VcTho?authuser=0&hl=ar&rclk=1,,,,
شركة ركاز للخدمات البترولية المحدودة Rekaz Petroleum Services Ltd Com.,,F3P2+MFQ، طريق الخليج، الكوثر، سيهات‎ 32451,013 808 5050,,5.0,سيهات,المنطقة الشرقية,,,https://www.google.com/maps/place/%D8%B4%D8%B1%D9%83%D8%A9+%D8%B1%D9%83%D8%A7%D8%B2+%D9%84%D9%84%D8%AE%D8%AF%D9%85%D8%A7%D8%AA+%D8%A7%D9%84%D8%A8%D8%AA%D8%B1%D9%88%D9%84%D9%8A%D8%A9+%D8%A7%D9%84%D9%85%D8%AD%D8%AF%D9%88%D8%AF%D8%A9+Rekaz+Petroleum+Services+Ltd+Com.%E2%80%AD/data=!4m7!3m6!1s0x3e49ff39b4444e27:0x3c9a005abf396d46!8m2!3d26.4867173!4d50.0512445!16s%2Fg%2F11hyzyqgpr!19sChIJJ05EtDn_ST4RRm05v1oAmjw?authuser=0&hl=ar&rclk=1,,,,
الشافعي للسفر والسياحة,,F2GV+V6Q، Omar bin Abdulaziz، الفردوس، سيهات‎ 32434,9200 05666,,4.1,سيهات,المنطقة الشرقية,,,https://www.google.com/maps/place/%D8%A7%D9%84%D8%B4%D8%A7%D9%81%D8%B9%D9%8A+%D9%84%D9%84%D8%B3%D9%81%D8%B1+%D9%88%D8%A7%D9%84%D8%B3%D9%8A%D8%A7%D8%AD%D8%A9%E2%80%AD/data=!4m7!3m6!1s0x3e49fe416ac8ef75:0x2655141e55d20768!8m2!3d26.4772191!4d50.0431176!16s%2Fg%2F1yg4d_nbr!19sChIJde_IakH-ST4RaAfSVR4UVSY?authuser=0&hl=ar&rclk=1,,,,
